0.704379562,0.72513089,0.715555556,0.726636999,0.718614719,0.725262874,0.737360971,0.723294118,0.741476631,0.731919406,0.74450773,0.741941786,0.741983318,0.751729159,0.739614637,0.751787895,0.738661646,0.749362353,0.739834655,0.747732617,0.749094501,0.737723577,0.749508197,0.739542484,0.748518762,0.740501078,0.740554998,0.748234107,0.737607403,0.752745424,0.741758242,0.751841929,0.755428379,0.748711126,0.76186455,0.750167336,0.763927922,0.757105089,0.76277676,0.760286523,0.768652979,0.773613445,0.754997522,0.772750126,0.758784115,0.765051395,0.761334197,0.758213303,0.765892223,0.757042254,0.76212508,0.758401019,0.765538946,0.760200094,0.75980622,0.764983483,0.753691486,0.766402536,0.756035979,0.761396238,0.752050473,0.751462451,0.75862069,0.745542169,0.757446809,0.74295082,0.745728643,0.744820616,0.731789758,0.740740741,0.725817676,0.737424188,0.727206551,0.727171285,0.718360408,0.70830901,0.704985337,0.690781563,0.695588543,0.675402793,0.666076566,0.657979705,0.639723414,0.637157107,0.60897111,17.7
0.821573398,0.831338818,0.832820513,0.8359822,0.831746032,0.83283904,0.845298281,0.841882353,0.852111086,0.844114528,0.851505289,0.848993944,0.847265987,0.856570805,0.847092098,0.847723705,0.850761595,0.85308621,0.855070019,0.852032247,0.854790912,0.847154472,0.850327869,0.85130719,0.85154707,0.851999336,0.851053159,0.851664985,0.8559154,0.862562396,0.863636364,0.862692565,0.859619593,0.858473308,0.868603276,0.869310576,0.864936353,0.869960344,0.872315632,0.873896385,0.879485896,0.876134454,0.874277218,0.882688118,0.876777251,0.881873062,0.874352332,0.878944813,0.874314295,0.875320102,0.876675175,0.878483835,0.883713611,0.872283883,0.879668698,0.868491427,0.875117813,0.877337559,0.870759034,0.872011476,0.86955836,0.868774704,0.866720128,0.873092369,0.868412439,0.864262295,0.867001675,0.864241199,0.863444313,0.854263566,0.849164927,0.857652515,0.85022748,0.84787056,0.831507367,0.834792761,0.827956989,0.817635271,0.815178758,0.801503759,0.790440363,0.774215867,0.764186934,0.749376559,0.728332489,16.1
0.757907543,0.756170531,0.752136752,0.759376987,0.750649351,0.764087355,0.773003033,0.769647059,0.773763829,0.770519618,0.778071603,0.776323501,0.782947173,0.782672006,0.781686406,0.781440781,0.777682697,0.784220371,0.780833474,0.782667115,0.782351004,0.778699187,0.780327869,0.779738562,0.778472679,0.779658205,0.783851555,0.778338379,0.786186385,0.787021631,0.789210789,0.795043537,0.792122538,0.791950773,0.793109272,0.796854083,0.795007439,0.795604759,0.805726652,0.7996002,0.807878484,0.805882353,0.800759954,0.808781632,0.804379801,0.804535813,0.798251295,0.801909694,0.799451436,0.80265685,0.799457562,0.79869406,0.81054288,0.794747538,0.806375996,0.805096744,0.79908891,0.805229794,0.7943822,0.799649347,0.799053628,0.796047431,0.794065758,0.79373494,0.79787234,0.786885246,0.790284757,0.787603167,0.784519182,0.780878553,0.771920668,0.780770603,0.772156506,0.771433885,0.760483566,0.762210547,0.751319648,0.73747495,0.741375706,0.719441461,0.712768312,0.698108856,0.686933715,0.675311721,0.651039027,15.8
0.682481752,0.686611818,0.673504274,0.69612206,0.681096681,0.694257212,0.691354904,0.687058824,0.706480018,0.696076352,0.712774614,0.705801914,0.71102873,0.712595559,0.703729892,0.713239142,0.704090365,0.713994219,0.708284124,0.714309708,0.717319723,0.699186992,0.710819672,0.698529412,0.711158657,0.704662353,0.704279505,0.708375378,0.708195638,0.716306156,0.714452214,0.720696584,0.718229254,0.713287876,0.72741091,0.716700134,0.723755993,0.719266358,0.727984019,0.729302016,0.725922217,0.736302521,0.718156286,0.734037205,0.726099036,0.733072279,0.730084197,0.727463991,0.732333011,0.723271447,0.723037652,0.727026597,0.726514555,0.733468814,0.725582122,0.732420953,0.716619541,0.728526149,0.722108253,0.725693338,0.722082019,0.715256917,0.723336006,0.715180723,0.721276596,0.709344262,0.713065327,0.71180731,0.70593206,0.706287683,0.696242171,0.705672494,0.69899909,0.696113074,0.687570835,0.681650126,0.680742913,0.664128257,0.664018398,0.649409237,0.632219518,0.628690037,0.612780162,0.599750623,0.585909782,15.2
0.844282238,0.843305909,0.854017094,0.846789574,0.852236652,0.851981666,0.858948433,0.859294118,0.86407767,0.871898197,0.873677787,0.871459269,0.877664504,0.878776847,0.872547287,0.877376592,0.880369673,0.878251998,0.872616838,0.879408801,0.875205795,0.874796748,0.868688525,0.87124183,0.874917709,0.870416459,0.87846874,0.869996636,0.881031064,0.881863561,0.887279387,0.886470194,0.888234304,0.886911691,0.893767945,0.898427041,0.893701438,0.901024455,0.901781255,0.897884391,0.912201636,0.904033613,0.906492648,0.908161555,0.899003105,0.908957416,0.898963731,0.905162648,0.900935786,0.897247119,0.900287173,0.900143335,0.908261212,0.899015163,0.906235349,0.902155105,0.899937166,0.90459588,0.895534164,0.906758049,0.895583596,0.898498024,0.896872494,0.891405622,0.901636661,0.887213115,0.895812395,0.883105946,0.88592192,0.878208441,0.87526096,0.886193364,0.874795268,0.877998884,0.857952399,0.861257054,0.846334311,0.835671343,0.838804098,0.80773362,0.80969241,0.783210332,0.777300906,0.759351621,0.742017233,14.4
0.849959448,0.836948392,0.839316239,0.84488239,0.831168831,0.85279051,0.846814965,0.854117647,0.855046286,0.855991516,0.87103336,0.855635866,0.874142725,0.866399709,0.868481527,0.871097157,0.863768612,0.87791192,0.864518306,0.875713806,0.867961804,0.858861789,0.86852459,0.860784314,0.871955234,0.863613738,0.873620863,0.863437605,0.870621282,0.87687188,0.870629371,0.880107167,0.877125063,0.882754033,0.885492315,0.886378849,0.889237891,0.884005288,0.895122357,0.884557721,0.899349024,0.895630252,0.884024451,0.90765879,0.889524432,0.89525208,0.888601036,0.899498301,0.898999677,0.881241997,0.896617741,0.884695015,0.897088906,0.889010474,0.890139084,0.890829007,0.88265787,0.897464342,0.882278681,0.890500478,0.886277603,0.886640316,0.893344026,0.876626506,0.892635025,0.877540984,0.878056951,0.878052889,0.868007436,0.875968992,0.858559499,0.879236532,0.861510464,0.865538404,0.853796751,0.845300642,0.843010753,0.819238477,0.825841522,0.799140709,0.793759681,0.788053506,0.76323319,0.762842893,0.731880385,16.2
0.766423358,0.775991025,0.758632479,0.783852511,0.77027417,0.776759234,0.787158746,0.780705882,0.801083766,0.778366914,0.800650936,0.798398125,0.797219648,0.804149982,0.795121089,0.805163091,0.797364368,0.798843734,0.800067488,0.799126638,0.807211064,0.789430894,0.802131148,0.792810458,0.798880843,0.796416127,0.799565363,0.799024554,0.798578982,0.808319468,0.804861805,0.811620898,0.809123043,0.805421587,0.819962844,0.810073628,0.817986444,0.81526768,0.824205094,0.81392637,0.823568686,0.828739496,0.814967785,0.826210826,0.821866318,0.823625388,0.821729275,0.818255381,0.829299774,0.817701665,0.8232291,0.822264692,0.828009441,0.826481163,0.81887795,0.826018562,0.820609488,0.829160063,0.819946347,0.820529168,0.82192429,0.819130435,0.825020048,0.814939759,0.818821604,0.812622951,0.809380235,0.814552804,0.808010816,0.802756245,0.802713987,0.805565466,0.800909918,0.793379208,0.788439743,0.785172212,0.776735093,0.768336673,0.764373824,0.751020408,0.734675813,0.726245387,0.721030043,0.697256858,0.691079574,14.3
0.789537713,0.790575916,0.785299145,0.797838525,0.783838384,0.80075492,0.800050556,0.799529412,0.806728381,0.800848356,0.809194467,0.808751709,0.814087118,0.815799054,0.813151847,0.811268097,0.813794284,0.817377997,0.804285473,0.816761841,0.814455054,0.804227642,0.809672131,0.806372549,0.8120474,0.806371329,0.81260448,0.814497141,0.812954395,0.821630616,0.812853813,0.821835231,0.818885709,0.824713122,0.828069583,0.820783133,0.827905439,0.822703239,0.837023473,0.832916875,0.841595727,0.842857143,0.826367091,0.842969666,0.834450074,0.837493882,0.830472798,0.837837838,0.838334947,0.829865557,0.836470964,0.827838828,0.836506688,0.830858215,0.836068136,0.831681611,0.829877474,0.840412044,0.828941139,0.833917756,0.829495268,0.828616601,0.829510826,0.818473896,0.829623568,0.815737705,0.816750419,0.827522318,0.815109008,0.818432386,0.803235908,0.81412772,0.804185623,0.806583597,0.791084246,0.782642537,0.78514174,0.765931864,0.772318628,0.746294307,0.743084753,0.730857934,0.710061993,0.69925187,0.680942727,15
0.822789943,0.833208676,0.829401709,0.839478703,0.835497835,0.834726341,0.842264914,0.834352941,0.849401671,0.847295864,0.854353133,0.846063684,0.854865616,0.859483072,0.848152731,0.856968428,0.85093274,0.853766366,0.851020752,0.855223379,0.857589727,0.845528455,0.849016393,0.845751634,0.85236998,0.855151817,0.852223337,0.852674067,0.85376735,0.860898502,0.861638362,0.862190221,0.865510857,0.857309163,0.871981084,0.873995984,0.871218383,0.872769332,0.87830864,0.873563218,0.885494909,0.884537815,0.876424913,0.886039886,0.882660565,0.885462555,0.880829016,0.882990775,0.885769603,0.878040973,0.875239311,0.879917184,0.886073958,0.883695482,0.88045007,0.879345603,0.878102419,0.884944532,0.877860186,0.877430666,0.875394322,0.876363636,0.879871692,0.872610442,0.877414075,0.867704918,0.87001675,0.870810173,0.863951327,0.86546081,0.858385525,0.865144488,0.855868972,0.852891947,0.8469966,0.841992606,0.833431085,0.814829659,0.82186912,0.801718582,0.793538393,0.776752768,0.764902241,0.747630923,0.734668018,15
0.712084347,0.723635004,0.70974359,0.726319135,0.717171717,0.7201402,0.730283114,0.716705882,0.734025739,0.725768823,0.734133442,0.731783551,0.738090825,0.745904623,0.733427612,0.743415315,0.733527298,0.738139772,0.737810022,0.735975815,0.744484689,0.731056911,0.736885246,0.735294118,0.739137591,0.735523478,0.738214644,0.737302388,0.736615995,0.748252912,0.741258741,0.747990623,0.746507322,0.742890404,0.751900017,0.750502008,0.751694495,0.748843358,0.759114367,0.761785774,0.759639459,0.762521008,0.753015034,0.763700352,0.762706325,0.757219775,0.763762953,0.761450073,0.768312359,0.757202305,0.754467135,0.758082497,0.760188828,0.759574801,0.75980622,0.754758534,0.755733585,0.758320127,0.760612277,0.754383169,0.751577287,0.753992095,0.749478749,0.751325301,0.753355155,0.743606557,0.745226131,0.753073943,0.745141119,0.741774332,0.737821851,0.736532287,0.740673339,0.731634741,0.722327163,0.717260167,0.707526882,0.705611222,0.69872465,0.683136412,0.674706794,0.664206642,0.658559847,0.635660848,0.629751647,16.6
